DATETIME,평균여행기간,LAR,LARPLUS,GEN,평균허수,총합허수,최대허수,최소허수,평균최대출발인원,SUM최대출인원,평균최소출발인,SUM최소출발인,성인평균상품가,아동평균상품가,유아평균상품가,사용행사개수,사용마스터개수,출발확정개수,총쇼핑횟수,평균쇼핑횟수,총선택관광횟수,평균선택관광횟수,KE,OZ,AY,AZ,EK,TK,LH,AF,BA,EY,QR,SU,ZE,TW,KA,BX,KL,R3,AR,CX,OK,LO,CA,HY,VN,SQ,JE,OS,DB,국적기,저가항공,외항사,출발자수
2016-12-29,9,14,1,156,3,574,20,-2,0,104,19,3288,1916829,1884490,455070,171,150,16,339,3,272,4,54,47,12,2,8,8,7,0,1,6,9,3,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,101,0,70,340
2016-12-30,9,3,3,113,2,283,20,-1,0,107,19,2330,1785057,1755317,485480,119,99,19,276,3,255,5,37,22,8,3,14,5,3,0,0,2,13,8,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,59,0,60,403
2016-12-31,9,9,3,119,2,329,21,-15,0,40,19,2598,1993800,1961639,499376,131,112,13,262,3,263,4,44,36,3,2,15,7,5,0,0,2,10,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,80,0,51,352
2017-01-01,9,5,1,102,3,325,10,0,0,45,19,2120,1853007,1831887,466144,108,88,6,251,3,234,4,33,25,3,0,6,3,10,0,0,3,6,2,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,58,0,50,114
2017-01-02,10,8,1,72,2,172,16,0,0,72,19,1600,1927059,1903997,477542,81,74,7,182,3,132,4,17,20,10,0,8,0,5,0,0,8,7,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,37,0,44,196
2017-01-03,9,9,6,139,3,575,23,-1,0,79,19,3003,1995953,1957609,465418,154,141,19,334,3,289,4,47,49,2,0,7,0,10,0,1,3,11,8,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,96,0,58,210
2017-01-04,9,11,3,84,2,196,10,-3,0,67,19,1925,2019314,1986987,582738,98,89,6,212,3,168,4,29,17,6,0,17,1,12,0,2,4,3,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,0,52,181
2017-01-05,9,13,6,148,2,427,25,-24,0,19,19,3208,2090555,2051196,473276,167,152,19,344,3,278,4,57,47,10,0,10,6,7,0,0,5,8,4,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,104,0,63,387
2017-01-06,9,3,2,102,1,165,30,0,0,59,19,2095,1908652,1883877,501996,107,93,13,250,3,212,4,32,19,10,1,12,3,3,0,0,1,14,8,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,51,0,56,291
2017-01-07,9,10,0,121,2,269,11,0,0,40,19,2588,1986380,1962464,486218,131,113,10,297,3,270,4,44,38,4,0,12,7,9,0,0,1,10,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,82,0,49,202
2017-01-08,9,5,1,104,1,184,12,0,0,71,19,2165,1904607,1897989,451585,110,91,12,249,3,210,4,31,23,4,1,7,3,9,0,0,3,6,5,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,1,1,54,0,56,161
2017-01-09,10,8,1,71,2,163,12,0,0,45,19,1580,1933285,1911935,469938,80,72,8,179,3,132,4,17,20,10,0,8,0,5,0,0,8,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,43,200
2017-01-10,9,9,1,144,2,461,25,0,0,107,19,3018,1946420,1915203,445440,154,136,19,360,3,309,4,43,50,2,0,9,0,11,0,0,3,11,10,0,0,0,0,3,0,0,0,11,1,0,0,0,0,0,0,0,93,0,61,354
2017-01-11,9,10,3,93,1,190,15,-17,0,56,19,2085,1983762,1957394,558613,106,94,8,229,3,175,4,29,18,5,0,19,1,14,0,3,4,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,47,0,59,238
2017-01-12,9,14,4,152,3,589,26,-1,0,71,19,3308,2044728,2007534,466406,170,152,17,369,3,304,4,52,55,10,0,8,7,8,0,0,4,8,4,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,107,0,63,231
2017-01-13,9,3,1,98,1,167,20,0,0,85,19,2000,1892635,1871400,498103,102,89,15,247,3,203,4,33,16,8,1,12,2,3,0,0,2,14,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,49,0,53,381
2017-01-14,9,10,3,111,1,220,21,-6,0,0,19,2448,2038998,2006740,494808,124,105,12,265,3,243,4,43,37,3,0,12,7,6,0,0,1,10,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,80,0,44,295
2017-01-15,9,5,0,99,1,150,10,0,0,45,19,2055,1797353,1788825,452788,104,85,7,248,3,224,4,28,25,3,1,7,4,9,0,0,3,5,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,53,0,51,141
2017-01-16,10,11,0,74,1,167,15,0,1,90,20,1710,1725997,1715276,475387,85,75,7,212,3,176,4,17,16,11,0,9,7,5,0,0,8,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,33,0,52,159
2017-01-17,9,10,2,140,3,472,25,0,0,60,19,2978,1823538,1792926,445770,152,135,14,353,3,297,4,42,47,3,0,9,0,11,0,0,3,11,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,89,0,63,234
2017-01-18,9,10,2,93,2,222,12,-6,0,25,19,2065,1916417,1883064,552417,105,93,8,226,3,169,4,30,20,5,1,18,1,12,0,1,4,3,5,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,50,0,55,169
2017-01-19,9,14,1,153,4,729,26,-1,0,109,19,3278,1884028,1854457,458553,168,151,9,351,3,284,4,52,51,10,0,9,8,7,0,1,6,7,4,0,0,0,0,2,0,0,0,11,0,0,0,0,0,0,0,0,103,0,65,118
2017-01-20,9,4,1,109,3,392,30,0,0,63,19,2215,1807840,1784911,475982,114,99,16,256,3,210,4,34,21,10,3,13,3,3,0,0,3,13,7,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,55,0,59,390
2017-01-21,9,10,1,120,4,539,18,0,0,64,19,2603,1941441,1909616,493830,131,109,7,273,3,240,4,40,38,7,0,14,6,6,0,0,4,10,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,78,0,53,175
2017-01-22,8,6,2,105,2,329,20,-2,0,45,19,2225,1774856,1748130,454396,113,94,10,231,3,200,4,33,25,6,0,8,4,9,0,0,4,5,3,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,58,0,55,194
2017-01-23,10,8,2,79,1,169,13,0,1,122,19,1730,1839031,1808435,452277,89,77,7,208,3,172,4,19,18,10,1,8,4,8,0,0,9,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,37,0,52,200
2017-01-24,9,9,2,139,3,474,24,0,0,60,19,2931,1834792,1800345,445663,150,134,6,324,3,287,4,42,49,2,0,9,0,10,0,0,3,11,8,0,0,0,1,3,0,0,0,11,1,0,0,0,0,0,0,0,91,0,59,52
2017-01-25,9,10,6,96,2,299,35,0,0,23,19,2190,2078167,2032194,555527,112,99,10,223,3,180,4,33,23,5,1,18,1,12,0,1,5,3,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,56,0,56,172
2017-01-26,9,15,0,149,3,516,24,0,0,53,19,3203,1930687,1899236,465290,164,147,11,336,3,263,4,47,51,13,2,10,6,7,0,0,4,7,3,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,98,0,66,159
2017-01-27,9,3,2,109,2,338,30,0,0,60,19,2205,1885507,1852085,469570,114,99,18,250,3,208,4,32,22,9,3,13,4,5,0,0,2,13,6,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,54,0,60,346
2017-01-28,9,7,1,117,3,402,20,0,0,0,19,2478,1974358,1940494,498498,125,104,9,279,3,236,4,41,36,6,0,12,6,5,0,0,3,10,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,77,0,48,171
2017-01-29,8,7,1,107,2,287,25,-2,0,45,19,2260,1767198,1756354,447348,115,91,11,234,3,188,4,30,25,3,0,7,6,9,0,0,3,7,8,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,1,1,55,0,60,246
2017-01-30,10,7,0,78,2,185,20,-32,0,45,20,1705,1796715,1784950,447427,85,76,11,200,3,151,4,17,19,8,0,9,4,5,0,0,11,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,49,339
2017-01-31,9,11,0,140,3,529,21,-35,0,76,19,2963,1824680,1796531,450250,151,135,6,337,3,295,4,42,52,2,0,8,0,10,0,0,3,10,10,0,0,0,0,1,0,0,0,12,1,0,0,0,0,0,0,0,94,0,57,121
2017-02-01,9,9,2,86,2,205,33,-3,0,25,19,1910,1813131,1786472,511995,97,89,9,219,3,166,4,27,19,5,1,18,1,12,0,1,2,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,0,51,180
2017-02-02,9,13,4,157,3,626,24,0,0,45,19,3365,1860088,1829703,450202,174,154,14,376,3,320,4,54,54,9,0,11,6,8,0,0,6,7,4,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,108,0,66,230
2017-02-03,9,3,0,110,2,233,12,0,1,120,19,2215,1738711,1715473,467970,113,97,12,263,3,212,4,34,22,10,1,12,5,3,0,0,1,13,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,56,0,57,336
2017-02-04,9,9,1,118,2,303,14,0,0,37,19,2538,1852631,1826912,484168,128,109,7,289,3,260,4,43,37,3,0,14,6,7,0,0,3,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,48,186
2017-02-05,9,5,1,109,2,280,14,0,0,0,19,2275,1676615,1665598,425203,115,93,8,256,3,223,4,30,29,5,0,7,5,11,0,0,3,6,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,59,0,56,232
2017-02-06,10,8,0,70,2,183,20,-3,0,45,20,1565,1697228,1685689,403925,78,73,7,186,3,131,4,17,18,11,0,8,0,5,0,0,7,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,35,0,43,155
2017-02-07,9,9,1,152,3,543,25,0,0,56,19,3178,1800838,1770878,423635,162,142,18,381,3,313,4,42,53,5,0,10,1,11,0,0,3,11,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,95,0,67,235
2017-02-08,9,9,2,90,2,232,14,-2,0,25,19,1990,1839839,1812542,512245,101,89,9,229,3,168,4,29,18,6,1,19,1,12,0,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,47,0,54,212
2017-02-09,9,14,2,153,3,548,25,0,0,103,19,3313,1875594,1845523,452169,169,152,15,359,3,301,4,51,55,9,0,8,6,7,0,1,5,8,4,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,106,0,63,221
2017-02-10,9,3,0,107,1,188,22,-21,0,56,19,2155,1767221,1746168,476247,110,96,13,263,3,212,4,31,22,10,2,12,4,3,0,0,1,14,7,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,53,0,57,417
2017-02-11,9,9,1,119,2,283,16,0,0,51,19,2548,1830355,1806424,477897,129,111,9,296,3,275,4,41,37,3,0,14,7,8,0,0,4,10,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,78,0,51,266
2017-02-12,9,6,1,109,2,233,28,0,0,0,19,2290,1706041,1694437,428445,116,94,11,254,3,214,4,30,28,5,1,7,4,10,0,0,4,6,5,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,58,0,58,242
2017-02-13,10,8,0,69,2,154,10,0,0,45,20,1545,1679140,1664854,407867,77,71,6,179,3,126,4,17,19,10,0,8,0,5,0,0,6,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,36,0,41,177
2017-02-14,9,10,2,145,3,539,24,0,0,55,19,3093,1764673,1735342,443284,157,139,17,355,3,303,4,45,49,4,0,8,1,10,0,0,3,11,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,94,0,63,271
2017-02-15,9,9,3,92,2,259,14,-2,0,25,19,2005,1842728,1812507,548376,104,94,11,227,3,168,4,30,16,4,1,22,1,12,0,4,2,3,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,46,0,58,353
2017-02-16,9,14,1,154,3,642,24,0,0,58,19,3333,1823818,1791990,453563,169,152,15,361,3,313,4,54,53,9,0,8,6,8,0,0,5,7,4,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,107,0,62,195
2017-02-17,9,3,0,105,1,199,24,-3,0,65,19,2130,1735688,1719226,464817,108,95,16,241,3,219,4,33,18,8,2,13,4,3,0,0,1,13,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,51,0,57,438
2017-02-18,9,9,1,120,2,293,14,-6,0,20,19,2543,1812921,1789560,478329,130,112,10,298,3,261,4,39,39,3,0,16,5,10,0,0,3,10,2,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,78,0,52,274
2017-02-19,9,6,0,104,1,190,9,-2,0,0,19,2180,1621916,1610861,423337,110,90,7,240,3,227,4,31,23,3,0,8,4,13,0,0,4,6,2,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,54,0,56,172
2017-02-20,10,8,0,68,2,185,15,0,0,45,20,1525,1650589,1637431,402969,76,70,7,177,3,130,4,16,18,9,1,8,0,6,0,0,6,7,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,34,0,42,201
2017-02-21,9,9,6,148,4,657,25,0,0,56,19,3172,1768029,1735752,447257,163,144,17,376,3,321,4,44,55,3,0,8,1,11,0,1,3,11,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,99,0,64,219
2017-02-22,9,9,4,83,2,269,15,0,0,25,19,1875,1798070,1770008,518236,96,87,7,217,3,167,4,28,15,5,1,18,1,13,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,43,0,53,154
2017-02-23,9,15,3,161,4,788,25,0,0,66,19,3513,1817686,1781062,447193,179,161,20,376,3,318,4,54,56,9,2,11,7,8,0,0,7,7,3,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,110,0,69,268
2017-02-24,9,3,0,104,2,295,35,0,0,88,19,2080,1757586,1734073,477437,107,96,8,245,3,193,4,32,18,10,3,12,3,3,0,0,1,13,8,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,50,0,57,188
2017-02-25,9,9,1,115,2,298,15,0,0,0,19,2423,1794158,1769990,491785,125,111,4,272,3,247,4,40,40,2,0,15,4,7,0,0,3,10,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,45,121
2017-02-26,9,6,1,114,2,274,20,0,0,32,19,2395,1589229,1580411,422752,121,101,9,254,3,235,4,31,26,4,1,9,6,13,0,0,4,6,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,57,0,64,202
2017-02-27,10,8,1,87,2,227,24,-15,1,109,19,1915,1620872,1604425,395962,96,87,10,197,3,140,4,15,24,10,7,13,2,5,0,0,8,6,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,39,0,57,214
2017-02-28,9,13,1,150,3,651,25,0,0,40,19,3233,1702809,1673287,445471,164,148,12,355,3,308,4,43,54,2,0,8,1,13,0,0,5,12,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,97,0,67,110
2017-03-01,9,9,5,96,2,291,26,0,0,25,19,2095,1808143,1778856,511096,110,103,13,236,3,166,4,36,16,6,1,21,1,12,0,0,3,3,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,52,0,58,254
2017-03-02,9,14,1,160,3,698,32,0,0,45,19,3443,1810310,1774387,444910,175,161,15,361,3,323,4,53,57,9,0,12,6,7,0,0,5,7,5,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,110,0,65,175
2017-03-03,9,3,1,126,2,332,26,0,0,88,19,2535,1755095,1724218,458367,130,115,18,264,3,234,4,36,30,9,4,16,5,3,0,0,1,13,8,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,66,0,64,329
2017-03-04,9,9,0,123,2,395,15,0,0,0,19,2608,1721551,1700051,476300,132,113,9,288,3,264,4,40,43,3,0,14,5,11,0,0,3,10,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,83,0,49,247
2017-03-05,9,7,1,121,3,429,25,0,0,32,20,2590,1564083,1692246,417302,129,107,8,277,3,259,4,32,30,5,3,9,6,13,0,0,3,7,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,62,0,67,191
2017-03-06,10,9,0,98,2,312,18,0,0,0,19,2115,1635745,1615185,401552,107,93,15,231,3,150,4,18,29,13,2,12,3,6,0,0,10,5,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,47,0,60,302
2017-03-07,9,11,2,157,3,654,25,-1,0,56,19,3373,1731169,1702130,435946,170,151,19,392,3,329,4,45,55,5,0,12,1,11,0,0,3,12,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,100,0,70,270
2017-03-08,9,10,3,114,2,352,34,0,0,25,19,2460,1813777,1788867,500270,127,115,11,274,3,175,4,33,25,9,2,24,1,12,0,0,3,3,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,58,0,69,262
2017-03-09,9,14,1,171,3,651,25,-21,0,45,19,3683,1762711,1731805,445106,186,166,22,390,3,341,4,56,57,9,0,13,7,8,0,0,9,8,5,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,0,0,113,0,73,338
2017-03-10,9,4,0,130,2,320,22,0,0,120,19,2610,1758308,1731555,459408,134,118,14,270,3,241,5,37,31,9,5,17,5,3,0,0,2,13,7,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,68,0,66,343
2017-03-11,9,10,0,126,3,440,21,0,0,20,19,2683,1692961,1673483,471632,136,118,10,310,3,281,4,40,40,5,0,14,5,12,0,0,5,10,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,80,0,56,166
2017-03-12,9,6,1,116,3,390,22,-3,0,0,19,2450,1556648,1550250,421277,123,102,12,269,3,251,4,32,25,5,3,9,5,13,0,0,3,6,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,57,0,66,277
2017-03-13,10,8,0,98,2,257,29,-23,0,0,19,2095,1650705,1631837,391191,106,92,14,219,3,149,4,17,28,13,2,11,2,8,0,0,12,6,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,45,0,61,372
2017-03-14,9,12,0,169,3,705,25,0,0,56,19,3603,1762893,1729138,431652,181,159,25,394,3,337,4,51,58,4,0,14,1,12,0,1,3,11,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,109,0,72,356
2017-03-15,9,10,3,107,2,331,17,-19,0,25,19,2315,1868715,1843185,469316,120,110,10,249,3,169,4,34,25,7,0,19,1,12,0,3,3,3,10,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,59,0,61,277
2017-03-16,9,15,1,171,3,639,25,0,0,103,19,3698,1847499,1810089,447596,187,170,23,382,3,349,4,61,58,10,0,11,6,8,0,0,7,7,4,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,119,0,68,355
2017-03-17,9,5,1,131,2,358,30,-1,0,57,19,2655,1814929,1784032,466270,137,122,23,275,3,247,5,38,30,10,4,18,3,3,0,0,2,14,8,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,68,0,69,431
2017-03-18,9,10,0,135,2,346,25,-2,0,20,19,2863,1790081,1765198,464143,145,124,6,306,3,275,4,42,45,4,0,15,5,10,0,0,6,11,4,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,87,0,58,143
2017-03-19,9,7,0,120,2,378,15,-2,0,0,20,2540,1598077,1589518,419306,127,100,8,283,3,271,4,33,29,4,0,8,8,12,0,0,3,8,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,1,62,0,65,171
2017-03-20,10,8,0,94,2,276,27,-3,0,0,19,2015,1691203,1674537,389129,102,89,15,223,3,140,4,18,24,12,1,9,4,6,0,0,13,5,8,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,42,0,60,291
2017-03-21,9,11,1,157,4,753,25,0,0,41,19,3353,1842555,1804681,440608,169,153,25,376,3,320,4,46,54,3,0,13,1,10,0,1,4,11,10,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,100,0,69,346
2017-03-22,10,10,3,107,2,301,23,0,0,29,19,2310,1886173,1865476,490372,120,109,18,264,3,170,4,34,19,7,2,19,4,13,0,0,5,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,53,0,67,415
2017-03-23,9,17,2,162,3,619,25,-1,0,25,19,3538,1934676,1898383,447983,181,166,22,375,3,334,4,58,59,10,0,10,5,8,0,0,5,7,4,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,117,0,64,466
2017-03-24,9,6,1,136,2,301,23,-2,0,58,19,2755,1861904,1833431,464160,143,122,26,296,3,245,5,39,30,13,6,15,4,7,0,0,4,13,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,69,0,74,550
2017-03-25,9,9,0,133,2,373,23,-2,0,0,19,2783,1790878,1765681,461460,142,120,7,308,3,252,4,37,45,4,0,17,7,9,0,0,4,11,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,82,0,60,185
2017-03-26,9,6,1,118,2,302,16,-6,0,0,20,2515,1715974,1705678,407973,125,107,5,256,3,247,4,37,31,2,2,8,4,11,0,1,0,8,6,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,1,0,68,0,57,162
2017-03-27,10,8,0,112,2,290,22,-2,0,0,19,2330,1808356,1787031,387920,120,106,19,244,3,186,4,28,31,14,2,9,5,8,0,0,9,6,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,59,0,61,467
2017-03-28,9,12,1,156,4,699,25,0,0,57,19,3353,1884862,1845339,433241,169,149,24,374,3,302,4,41,60,4,0,12,1,15,0,1,2,11,6,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,101,0,68,341
2017-03-29,9,11,3,120,2,394,19,-2,0,52,19,2590,1932819,1909814,479529,134,122,19,299,3,207,4,41,24,10,1,21,1,13,0,0,6,3,11,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,65,0,69,437
2017-03-30,9,16,5,164,3,737,24,-1,0,0,19,3623,1955775,1909629,455149,185,166,24,371,3,321,4,55,60,9,0,12,5,11,0,0,7,7,4,0,0,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,115,0,70,304
2017-03-31,9,5,2,149,2,463,22,0,0,56,19,3025,1906906,1878682,462525,156,136,31,305,3,272,4,49,29,9,6,14,3,11,0,0,7,14,8,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,78,0,78,613
2017-04-01,9,10,2,124,2,338,15,-28,0,0,19,2710,1874851,1846380,454018,136,115,15,319,3,222,4,33,46,4,0,9,6,9,0,0,4,11,12,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,79,0,57,299
2017-04-02,9,6,2,122,2,302,18,-1,0,21,20,2605,1792067,1778344,428925,130,109,14,261,3,282,4,37,32,3,1,7,6,19,0,0,3,6,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,69,0,61,321
2017-04-03,10,7,0,112,3,367,22,0,0,0,19,2320,1919779,1898957,420044,119,106,12,278,3,182,4,25,28,15,3,8,2,10,0,0,10,10,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,53,0,66,252
2017-04-04,9,9,4,154,2,489,23,0,0,82,19,3302,1973010,1932640,444480,167,151,17,373,3,306,4,44,59,7,0,13,1,11,0,1,2,7,6,0,0,0,0,3,0,0,0,12,1,0,0,0,0,0,0,0,103,0,64,305
2017-04-05,9,10,5,123,3,448,21,0,0,95,19,2637,2047411,2003878,488394,138,129,17,279,3,201,4,44,29,7,0,16,1,13,0,0,4,7,11,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,73,0,65,322
2017-04-06,9,14,4,142,2,407,16,0,0,0,19,3165,1923492,1887280,443953,160,144,9,349,3,306,4,49,50,10,0,9,4,10,0,0,4,7,3,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,99,0,61,212
2017-04-07,10,9,3,146,3,479,20,-2,0,-1,19,3060,2056740,2025589,474294,158,136,19,319,3,270,5,53,31,19,3,12,2,7,0,0,5,10,10,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,84,0,74,466
2017-04-08,9,9,0,113,2,332,17,-1,0,0,19,2430,1870965,1846744,451513,122,106,9,267,3,208,4,27,46,1,0,9,6,9,0,0,1,11,10,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,73,0,49,234
2017-04-09,9,7,2,125,3,403,22,0,0,0,20,2680,1810640,1800371,435631,134,112,15,264,3,281,4,38,29,3,1,7,6,18,0,0,4,6,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,67,0,67,390
2017-04-10,10,9,0,110,2,282,21,0,0,0,19,2310,2011855,1992452,427350,119,112,16,257,3,163,4,29,31,11,5,7,2,8,0,0,9,9,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,60,0,59,382
2017-04-11,9,10,2,152,2,491,21,-1,0,94,19,3255,2004517,1966832,440797,164,146,12,353,3,288,4,39,61,9,0,9,1,10,0,0,2,11,7,0,0,0,0,3,0,0,0,11,1,0,0,0,0,0,0,0,100,0,64,292
2017-04-12,9,9,10,131,3,534,26,-2,0,118,19,2869,2113312,2062962,497321,150,142,33,293,3,217,4,54,29,6,0,20,1,13,0,1,5,7,7,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,83,0,67,609
2017-04-13,9,16,3,148,2,459,18,-18,0,32,19,3305,1930319,1899080,434040,167,150,14,367,3,313,4,48,52,10,0,9,5,9,0,0,7,7,4,0,0,0,0,2,0,0,0,13,0,1,0,0,0,0,0,0,100,0,67,342
2017-04-14,9,10,3,156,2,506,26,-1,0,30,19,3275,2052207,2025568,493533,169,143,23,336,3,288,4,52,32,22,7,11,2,11,0,1,5,11,8,0,0,0,0,0,0,0,0,5,0,0,2,0,0,0,0,0,84,0,85,488
2017-04-15,9,11,2,119,2,310,18,-4,0,0,19,2625,2011930,1981922,455335,132,114,21,308,3,205,4,32,43,5,0,10,6,9,0,0,4,12,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,75,0,57,453
2017-04-16,9,6,2,129,2,325,22,-8,0,0,19,2735,2004246,1973983,426992,137,113,11,264,3,288,4,42,32,3,2,7,3,18,0,0,2,6,7,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,1,1,74,0,63,335
2017-04-17,10,8,0,105,2,281,21,0,0,0,19,2220,2058467,2038583,425134,113,108,14,246,3,154,4,28,23,13,4,7,1,5,0,0,11,10,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,51,0,62,383
2017-04-18,9,8,2,149,2,352,16,-2,0,139,19,3155,2173231,2128792,447500,159,141,13,344,3,296,4,39,59,7,0,10,1,11,0,1,2,11,3,0,0,0,0,3,0,0,0,11,1,0,0,0,0,0,0,0,98,0,61,347
